SK_ID_CURR,FLAG_OWN_CAR,FLAG_PHONE,EXT_SOURCE_2,EXT_SOURCE_3,NAME_INCOME_TYPE_Stateservant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Managers,ORGANIZATION_TYPE_XNA,HOUSETYPE_MODE_blockofflats,WALLSMATERIAL_MODE_Panel,EMERGENCYSTATE_MODE_No,BURO_DAYS_CREDIT_MIN,BURO_CREDIT_ACTIVE_Active_MEAN,CC_MONTHS_BALANCE_MIN,CC_AMT_BALANCE_MEAN,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,CC_NAME_CONTRACT_STATUS_Completed_MAX
350713,1.0,1.0,0.5928918531606735,0.1411151004466126,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-2446.0,0.5238095238095238,-7.0,137620.97357142856,134582.4,0.0
266426,0.0,1.0,0.4490420804620012,0.4014074137749511,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1354.0,0.5,-83.0,6375.154879518072,6154.58656626506,0.0
282225,1.0,0.0,0.6662771542435425,0.2735646775174348,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1425.0,0.5,-17.0,148595.89764705882,142362.69352941177,0.0
117873,0.0,0.0,0.5535895097987084,0.4311917977993083,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-508.0,0.5,-49.0,61513.143061224495,59225.197040816325,0.0
433433,1.0,0.0,0.5416775024738215,0.746300213050371,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2143.0,0.5,-1.0,10993.5,0.0,0.0
400832,1.0,0.0,0.5258427176916648,0.7136313997323308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2148.0,0.25,-7.0,0.0,0.0,0.0
413368,0.0,0.0,0.6399600035382227,0.5226973172821112,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2375.0,0.0,-96.0,0.0,0.0,0.0
383639,1.0,0.0,0.7024034746087694,0.5316861425197883,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-395.0,1.0,-96.0,21774.17859375,20672.96109375,0.0
293919,1.0,0.0,0.6825570200531693,0.8406665596573005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2468.0,0.0,-17.0,219082.5196875,211883.1975,0.0
102107,1.0,1.0,0.7027827317236908,0.5919766183185521,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2469.0,0.1333333333333333,-7.0,0.0,0.0,0.0
280525,0.0,0.0,0.7751999237227479,0.8245949709919925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1518.0,0.0,-18.0,0.0,0.0,0.0
180200,0.0,0.0,0.5499443363103649,0.2851799046358216,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2856.0,0.3333333333333333,-26.0,0.0,0.0,0.0
397036,0.0,1.0,0.3446655083221857,0.5638350489514956,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2175.0,0.5,-34.0,255388.91318181812,247073.1736363636,0.0
323690,0.0,1.0,0.6650897026756625,0.6577838002083306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-630.0,0.5,-96.0,47399.835,45447.5615625,0.0
376101,1.0,0.0,0.4165080215829864,0.8193176922872417,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2790.0,0.1666666666666666,-4.0,0.0,0.0,0.0
268984,0.0,0.0,0.5289985196740713,0.5226973172821112,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1740.0,0.0,-24.0,221543.88847826087,211510.43217391305,0.0
109149,1.0,0.0,0.6411733928694873,0.4170996682522097,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-596.0,0.0,-2.0,44627.085,44119.35,0.0
147147,1.0,0.0,0.6899254133176632,0.5226973172821112,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1545.0,0.0,-6.0,0.0,0.0,0.0
273927,1.0,0.0,0.7334575206769609,0.7076993447402619,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1758.0,0.25,-14.0,15300.604285714286,14695.585714285717,0.0
237619,0.0,1.0,0.5298919809201438,0.1276987943727713,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-668.0,0.6666666666666666,-79.0,81352.28423076923,78514.9851923077,1.0
100110,1.0,0.0,0.6405493008893001,0.3280631605201915,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-86.0,1.0,-5.0,0.0,0.0,0.0
160654,0.0,1.0,0.5016747473229507,0.5226973172821112,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2318.0,0.0,-10.0,26875.881,25305.0705,0.0
167862,0.0,1.0,0.6649191995294237,0.3441550073724169,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2828.0,0.3,-89.0,14411.00426966292,13833.900505617978,0.0
427378,0.0,1.0,0.6505560371285957,0.7309873696832169,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-2760.0,0.0,-16.0,69866.13375,66436.6303125,0.0
105279,0.0,0.0,0.5273800140106505,0.6479768603302221,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1591.0,0.5,-12.0,66184.03125,64318.56,0.0
339794,0.0,0.0,0.6726016916250451,0.7610263695502636,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1830.0,0.1666666666666666,-32.0,268133.6559375,258495.316875,0.0
195657,0.0,1.0,0.712419135144131,0.3062022983135042,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2292.0,0.3333333333333333,-31.0,0.0,0.0,0.0
396152,0.0,0.0,0.4556835531168513,0.7662336700704004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2215.0,0.25,-8.0,134227.828125,129425.085,0.0
202389,0.0,0.0,0.294596152115381,0.3539876078507373,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1461.0,0.4444444444444444,-29.0,274511.16931034485,262243.9784482759,0.0
153489,0.0,0.0,0.5484284199489398,0.7136313997323308,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2570.0,0.0,-12.0,329908.0909090909,322501.1359090909,0.0
378100,0.0,0.0,0.5897581482194955,0.6690566947824041,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2547.0,0.25,-35.0,0.0,0.0,0.0
320075,0.0,0.0,0.5771740481759341,0.2778856891082046,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-597.0,0.2,-4.0,35901.23625,35901.23625,1.0
269324,0.0,0.0,0.642189035272962,0.1146524943029705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1784.0,0.5384615384615384,-17.0,0.0,0.0,0.0
440372,0.0,0.0,0.5363580552219583,0.3927738606031339,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2495.0,0.75,-14.0,357477.1810714286,349408.8032142857,0.0
101103,0.0,1.0,0.7054206117920669,0.3376727217405312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-414.0,0.6666666666666666,-6.0,0.0,0.0,0.0
334085,0.0,1.0,0.4381022850388626,0.6940926425266661,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1513.0,0.0,-20.0,327015.8905263158,316509.8660526316,0.0
289305,1.0,0.0,0.1875387608743199,0.5226973172821112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1180.0,1.0,-30.0,0.0,0.0,1.0
126374,1.0,1.0,0.6629479983760239,0.5154953751603267,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2880.0,0.5,-96.0,98909.47515789476,95294.2812631579,1.0
167278,1.0,1.0,0.5505883216968424,0.3656165070113335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-2418.0,0.3846153846153846,-96.0,8545.2384375,8114.563125000001,0.0
355821,1.0,0.0,0.6556835592692626,0.7421816117614419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2516.0,0.0,-36.0,41148.12125,38955.75625,0.0
367604,1.0,0.0,0.6825096370293674,0.6413682574954046,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2616.0,0.4444444444444444,-23.0,0.0,0.0,1.0
263197,0.0,0.0,0.4746517707215011,0.7738956942145427,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-2739.0,0.4,-11.0,0.0,0.0,1.0
243336,0.0,0.0,0.1489693485508452,0.2431864804420123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-84.0,1.0,-91.0,11443.831,11002.2275,0.0
363711,0.0,0.0,0.2318881971357951,0.175605979469379,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2841.0,0.4,-71.0,76029.19415492957,72140.54830985915,0.0
408114,1.0,0.0,0.3004966491847354,0.5673792367572691,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-875.0,1.0,-74.0,141196.81130136986,133760.15383561645,0.0
408750,1.0,0.0,0.6135205712706389,0.4848514754962666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2917.0,0.375,-26.0,0.0,0.0,0.0
440456,0.0,0.0,0.4825422515053531,0.0811859431667211,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343.0,1.0,-8.0,293703.5442857143,281753.7107142857,0.0
251675,0.0,1.0,0.7197853055199916,0.7338145369642702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2851.0,0.4,-39.0,47027.86342105264,45658.6472368421,0.0
264467,0.0,0.0,0.4969841937392726,0.4543210601605785,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2824.0,0.3333333333333333,-22.0,0.0,0.0,0.0
451558,0.0,1.0,0.7229805576363653,0.5406544504453575,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-503.0,1.0,-90.0,121240.22308988764,116384.5147752809,0.0
366772,0.0,0.0,0.652531981257412,0.5226973172821112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2777.0,0.0,-7.0,181121.2071428572,177599.98285714284,0.0
426352,0.0,0.0,0.4292462568352025,0.4083588531230431,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1020.0,0.6,-96.0,15996.485625,15488.73984375,0.0
148221,1.0,1.0,0.5283228521116068,0.3441550073724169,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2719.0,0.5625,-79.0,7096.203797468354,6815.761518987342,0.0
164791,0.0,0.0,0.573963507883518,0.8193176922872417,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1984.0,0.0,-96.0,24460.91484375,23542.9621875,1.0
309696,1.0,1.0,0.5988790329047967,0.646329897706246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-783.0,0.0,-39.0,16517.35846153846,16201.00846153846,0.0
439592,0.0,0.0,0.4402566832329149,0.3689687382528466,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2881.0,0.6666666666666666,-96.0,2679.939375,2547.485625,0.0
422976,0.0,0.0,0.3124545985549832,0.5226973172821112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-993.0,1.0,-24.0,194133.4043478261,185909.3863043478,0.0
155668,0.0,0.0,0.6201308823908414,0.2721336844147212,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1357.0,0.6666666666666666,-96.0,43769.83685950413,41446.321363636365,1.0
212128,0.0,0.0,0.7025542969823059,0.5531646987710016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2792.0,0.2222222222222222,-70.0,110132.26457142856,106139.92628571427,0.0
416779,0.0,0.0,0.3631732646638437,0.5849900404894085,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1066.0,1.0,-42.0,51325.587857142855,48955.962857142855,0.0
388886,0.0,0.0,0.6407053685662365,0.5460231970049609,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2027.0,0.1428571428571428,-96.0,0.0,0.0,0.0
357087,0.0,0.0,0.6256680630825138,0.7136313997323308,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1071.0,0.0,-96.0,5746.222031249999,5491.478906249999,0.0
337129,0.0,1.0,0.477640801933104,0.3774042489507649,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1252.0,0.6666666666666666,-40.0,375054.345,359642.91712500004,1.0
342094,0.0,1.0,0.2335907422593991,0.363945238612397,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2850.0,0.3076923076923077,-40.0,67990.92412499999,65451.670875,1.0
124808,0.0,1.0,0.6543741076156611,0.5226973172821112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-140.0,1.0,-6.0,102470.025,98641.425,0.0
110773,0.0,0.0,0.355506337742776,0.3360615207658242,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.0,1.0,-16.0,27077.0821875,26075.295,0.0
330385,0.0,0.0,0.3133902111302968,0.8357765157975799,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2737.0,0.1666666666666666,-20.0,28678.7115,28678.7115,0.0
173063,1.0,1.0,0.2962028246127759,0.4418358231994413,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-975.0,0.0,-26.0,303171.489,292253.6898,0.0
353680,0.0,1.0,0.6107013003820766,0.5226973172821112,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-2189.0,1.0,-96.0,0.0,0.0,0.0
334657,0.0,0.0,0.5434576455995476,0.3910549766342248,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-519.0,0.5,-93.0,14258.517096774194,13365.904838709675,0.0
311917,0.0,0.0,0.5433816862287429,0.6642482627052363,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1374.0,0.0,-1.0,0.0,0.0,0.0
135792,0.0,1.0,0.5647685175333941,0.4311917977993083,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2904.0,1.0,-15.0,93323.202,90420.759,0.0
175069,0.0,0.0,0.3346896282819195,0.6479768603302221,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1090.0,0.25,-34.0,660.9652941176471,660.9652941176471,0.0
231376,1.0,1.0,0.0877239140816352,0.5226973172821112,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1610.0,0.0,-80.0,57116.16,54439.76025000001,0.0
421940,0.0,0.0,0.6869658258721527,0.4992720153045617,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2793.0,0.4545454545454545,-96.0,53559.55171875,51513.819375,1.0
212126,1.0,1.0,0.5525084390477213,0.6195277080511546,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1524.0,0.375,-83.0,3778.040853658536,3641.941646341463,1.0
453519,0.0,0.0,0.5550319478731247,0.8256357449717892,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1447.0,0.5,-5.0,0.0,0.0,0.0
110056,1.0,0.0,0.5803780825570302,0.3944954053123993,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-2481.0,0.2307692307692307,-14.0,427453.8075,417066.1167857143,0.0
209267,0.0,0.0,0.7009890934059544,0.5046813193144684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2399.0,0.3333333333333333,-28.0,212841.39857142852,206839.6328571429,0.0
270164,1.0,0.0,0.7252608967475616,0.746300213050371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1298.0,0.2857142857142857,-9.0,158319.155,155645.565,0.0
436075,1.0,1.0,0.7271045198703463,0.470456116119975,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-569.0,0.0,-11.0,86390.80363636363,84184.28181818181,0.0
376819,0.0,1.0,0.6849307720061241,0.5262949398096192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1947.0,0.375,-91.0,49394.4915,47180.19,0.0
299288,1.0,0.0,0.7403129856477023,0.6479768603302221,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2453.0,0.25,-9.0,0.0,0.0,1.0
276831,0.0,0.0,0.7113651425206992,0.4135967602644276,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1947.0,0.3333333333333333,-85.0,34070.93035714285,31605.60696428571,0.0
376819,0.0,1.0,0.6849307720061241,0.5262949398096192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1947.0,0.375,-91.0,49394.4915,47180.19,0.0
263422,0.0,0.0,0.4707001289470649,0.221335206354466,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2915.0,0.5,-96.0,6734.1375,6488.224687500001,0.0
140326,0.0,0.0,0.0200568598845535,0.3360615207658242,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-551.0,0.6666666666666666,-9.0,234885.065,229317.025,0.0
285178,1.0,1.0,0.5458059453504585,0.7623356180684377,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2804.0,0.2222222222222222,-3.0,0.0,0.0,0.0
110843,0.0,1.0,0.6747361492100982,0.2925880073368475,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-2465.0,0.3333333333333333,-40.0,0.0,0.0,0.0
317376,0.0,1.0,0.7056523095974689,0.5513812618027899,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-547.0,0.0,-7.0,0.0,0.0,0.0
438799,0.0,0.0,0.7192115734238643,0.7544061731797895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1262.0,0.0,-40.0,88836.64425,85796.386875,0.0
108636,1.0,0.0,0.593609489916567,0.5442347412142162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-391.0,0.5,-14.0,1449.772105263158,621.3742105263158,1.0
264348,0.0,1.0,0.7394249510694179,0.5424451438613613,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1213.0,0.25,-6.0,182383.3125,179356.2825,0.0
109763,1.0,0.0,0.7514937082330226,0.6195277080511546,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1355.0,0.3333333333333333,-90.0,42942.665,40600.7625,0.0
335664,1.0,0.0,0.6351950808869683,0.5028782772082183,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1255.0,0.5,-36.0,74029.38428571429,72118.49657142856,0.0
256551,1.0,0.0,0.2359794076604541,0.3672910183026313,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-881.0,1.0,-10.0,156745.017,146378.178,0.0
142726,0.0,0.0,0.7351299868143549,0.5954562029091491,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1263.0,0.3333333333333333,-20.0,1133.66475,674.1135,0.0
171676,0.0,0.0,0.4585053981010989,0.1862929496555374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1992.0,0.25,-96.0,14570.764946808513,13729.53159574468,0.0
239293,0.0,0.0,0.5648276433933082,0.3425288720742255,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-412.0,1.0,-14.0,41034.92538461539,39690.18346153847,0.0
377698,0.0,0.0,0.5580057088252249,0.3154721549257734,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2890.0,0.25,-11.0,758915.4722727273,733630.4345454546,0.0
353499,0.0,0.0,0.6786543428892718,0.3859146722745145,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2881.0,0.3636363636363636,-6.0,0.0,0.0,0.0
194434,1.0,0.0,0.2800501615458668,0.5226973172821112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1828.0,0.0,-82.0,20903.53719512196,19925.1587195122,0.0
451297,0.0,0.0,0.5683824914858611,0.6075573001388961,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-1829.0,0.4,-23.0,41438.15386363636,39974.267045454544,0.0
395780,0.0,0.0,0.4626071941547575,0.6109913280868294,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2860.0,0.1428571428571428,-10.0,79802.09099999999,69179.499,0.0
354766,0.0,0.0,0.4368753163045549,0.5954562029091491,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-938.0,0.5,-9.0,36805.4,35811.365,0.0
367881,1.0,1.0,0.6973878926274749,0.2115507642052577,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1098.0,0.6,-33.0,0.0,0.0,1.0
268367,0.0,1.0,0.3737978563219818,0.3392876999089139,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2792.0,0.25,-96.0,9283.981736842105,8905.173157894737,1.0
448255,0.0,0.0,0.5590894877945058,0.5280927512030451,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2811.0,0.5,-96.0,6589.451612903225,6223.68,0.0
